PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAT_DD83,LON_DD83,AG_ECO9_NM,SITETYPE,INDEX_VISIT,FISH_SAMPLING,SAMPLED_FISH,RT_NRSA,MMI_FISH,ALIENNTAX_PT,ALIENNTAX_WS,ALIENNTAX_WS_PT,ALIENPIND_WS,ALIENPIND_WS_PT,BENTINVPTAX_WS,BENTINVPTAX_WS_PT,CARNNTAX_WS,CARNNTAX_WS_PT,CENTPTAX_PT,CYPRNTAX_PT,CYPRPTAX_WS,CYPRPTAX_WS_PT,HERBPTAX_PT,INTLINVPTAX_PT,INTLLOTNTAX_WS,INTLLOTNTAX_WS_PT,INTLLOTPTAX_WS,INTLLOTPTAX_WS_PT,INTLMIGRNTAX_PT,INTLMIGRPIND_PT,INTLMIGRPTAX_PT,INTLPTAX_PT,INVNTAX_PT,INVPIND_WS,INVPIND_WS_PT,INVPTAX_PT,LITHNTAX_PT,LITHNTAX_WS,LITHNTAX_WS_PT,LITHPIND_PT,LITHPIND_WS,LITHPIND_WS_PT,LITHPTAX_PT,LITHPTAX_WS,LITHPTAX_WS_PT,LOTNTAX_WS,LOTNTAX_WS_PT,LOTPIND_WS,LOTPIND_WS_PT,MIGRNTAX_WS,MIGRNTAX_WS_PT,MIGRPTAX_WS,MIGRPTAX_WS_PT,NAT_CARNNTAX_WS,NAT_CARNNTAX_WS_PT,NAT_CATOPIND_PT,NAT_CENTNTAX_WS,NAT_CENTNTAX_WS_PT,NAT_CYPRPIND_PT,NAT_HERBPTAX_PT,NAT_ICTAPIND_WS,NAT_ICTAPIND_WS_PT,NAT_INTLPIND_WS,NAT_INTLPIND_WS_PT,NAT_LITHPIND_WS,NAT_LITHPIND_WS_PT,NAT_MIGRNTAX_PT,NAT_MIGRPTAX_WS,NAT_MIGRPTAX_WS_PT,NAT_NTOLBENTPTAX_PT,NAT_NTOLNTAX_PT,NAT_NTOLNTAX_WS,NAT_NTOLNTAX_WS_PT,NAT_PIND_PT,NAT_PTAX_PT,NAT_RHEOPIND_PT,NAT_TOTLNTAX_WS,NAT_TOTLNTAX_WS_PT,NTOLNTAX_WS,NTOLNTAX_WS_PT,NTOLPTAX_PT,NTOLPTAX_WS,NTOLPTAX_WS_PT,RBCATONTAX_PT,RHEONTAX_PT,RHEOPIND_PT,SALMNTAX_PT,TOLRNTAX_PT,TOLRNTAX_WS,TOLRNTAX_WS_PT,TOLRPTAX_PT 
4/23/2019,1004081,WYSS-1212,1,7/23/2014,WY,44.83164,-107.9501,Western Mountains,PROB,Y,NO_FISH,YES-SUFFICIENT,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004082,MOS9-0934,1,7/18/2014,MO,39.09749,-94.35166,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,69.36,,0.085,8.37,,,,,0.107,6.45,,,,,,,,,,,10,,,0,,,,,,,,6.97,,,,,,,,,,,,,,,,,,,,,-0.379,9.18,,,,,,,,,,0.587,7.02,,,,,,,,,,,,7.5,,,,,,
4/23/2019,1004083,MOSS-1165,1,7/17/2014,MO,40.33135,-93.67325,Temperate Plains,PROB,Y,NO_FISH,YES-SUFFICIENT,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004084,CTLS-1045,1,7/24/2014,CT,41.39509,-73.42908,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,29.93,2.5,,,,,,,,,,,,,,,,,,,,0,,,4.44,,,,,,,,,,,-28.304,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,,,,,,-16.512,3.71,,,,0,,2.07,5.65,
4/23/2019,1004085,DER9-0901,1,7/23/2014,DE,39.70013,-75.63339,Coastal Plains,PROB,Y,EQUIPMENT_FAILURE,NOT FISHED,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004086,MTRF-0008,1,7/22/2014,MT,46.2714,-107.3143,Northern Plains,HAND,Y,NO_PERMIT,NOT FISHED,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004087,TNR9-0903,1,7/23/2014,TN,35.10401,-85.3609,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,29.16,,,,,,,,,,,,,,,,,,,,,,,,,-46.613,1.38,,,,,,,,,,,,,,,,,,,,,,0.331,6.38,,,,,,,-31.984,2.89,5,,,2.25,,,,,3.48,,,,,,0.43,,,,,,,,,,1.52
4/23/2019,1004088,TNRM-1003,1,7/24/2014,TN,35.06895,-85.3396,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,32.74,,,,,,,,,,,,,,,,,,,,,,,,,-36.468,2.41,,,,,,,,,,,,,,,,,,,,,,0.331,6.38,,,,,,,-25.368,3.67,2.5,,,3,,,,,4.65,,,,,,1.62,,,,,,,,,,1.96
4/23/2019,1004089,WVRF-0006,1,7/23/2014,WV,38.6297,-80.86689,Southern Appalachians,HAND,Y,,"NO->20 CW SAMPLED,<500 INDIV",R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004090,GARM-1004,1,7/23/2014,GA,31.77943,-83.01545,Coastal Plains,PROB,Y,,YES-SUFFICIENT,S,52.3,,,,6.707,5.12,,,,,,,,,,,,,,,,,0,,,,,5.31,,,,,0.736,7.13,,,,,,-0.215,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.719,6.51,,,,,,6.67,,,,,2.771,4.06,
4/23/2019,1004091,NERM-1001,1,7/24/2014,NE,40.01724,-95.33155,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,7.96,,2.021,0.1,,,,,-2.758,1.67,,,,,,,,,,,0,,,1.54,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,20.285,0,,,,,,,,,,-13.606,0,,,,,,,,,,,,2.5,,,,,,
4/23/2019,1004092,NERM-1005,1,7/23/2014,NE,41.64471,-96.09547,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,28.64,,1.044,4.27,,,,,0.392,6.93,,,,,,,,,,,0,,,1.11,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,4.97,6.39,,,,,,,,,,-11.362,0,,,,,,,,,,,,2.5,,,,,,
4/23/2019,1004093,WYRF-0101,1,7/24/2014,WY,43.69096,-106.4771,Northern Plains,HAND,Y,,YES-SUFFICIENT,S,38.04,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.489,4.78,,,,-3.491,1.65,,,-1.929,0,,,-2.112,0,,,,0.2,,,,-2.649,3.8,,,,,,,,,,,,,,,,,,47.786,10,,,,,,,,
4/23/2019,1004094,MIR9-0904,1,7/21/2014,MI,43.34147,-83.62441,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,61.27,,11.564,0,,,,,1.746,9.19,,,,,,,,,,,10,,,2.73,,,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,-2.501,10,,,,,,,,,,-3.892,3.87,,,,,,,,,,,,10,,,,,,
4/23/2019,1004095,WAS9-0916,2,7/22/2014,WA,47.05149,-122.7213,Western Mountains,PROB,N,SITE_CONDITIONS,NOT FISHED,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004096,WIR9-0907,1,7/24/2014,WI,44.97808,-89.63045,Upper Midwest,PROB,Y,,YES-SUFFICIENT,S,25.75,,,,,,,,,,,2.22,,,,0,-3.667,0,,,,,0,,,,,,,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,,,,-6.406,1.34,,,,,,,,,-2.239,8.34,
4/23/2019,1004097,IAR9-0914,1,7/23/2014,IA,41.4676,-95.90931,Temperate Plains,PROB,Y,,YES-SUFFICIENT,T,22.62,,5.533,0,,,,,0.548,7.19,,,,,,,,,,,10,,,0,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,15.823,0.72,,,,,,,,,,-9.216,0.13,,,,,,,,,,,,0,,,,,,
4/23/2019,1004098,NHR9-0901,2,7/24/2014,NH,44.24308,-72.04818,Northern Appalachians,PROB,N,,YES-SUFFICIENT,S,44.74,2.5,,,,,,,,,,,,,,,,,,,,0,,,7.78,,,,,,,,,,,-6.219,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,,,,,,-3.895,5.75,,,,5,,1.304,6.55,
4/23/2019,1004099,TXS9-0938,1,7/24/2014,TX,31.5161,-95.11218,Coastal Plains,PROB,Y,,SEINING ONLY,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004100,MTRM-1010,1,7/23/2014,MT,47.72753,-104.0921,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,66.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.984,8.88,,,,-0.115,5.25,,,4.479,10,,,0.503,6.4,,,,7.5,,,,33.135,7.22,,,,,,,,,,,,,,,,,,6.103,7.58,,,,,,,,
4/23/2019,1004101,MTR9-0903,1,7/24/2014,MT,48.07661,-104.3912,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,64.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.073,8.51,,,,-0.299,5.05,,,2.438,10,,,0.406,6.16,,,,7.25,,,,33.578,7.27,,,,,,,,,,,,,,,,,,5.839,7.56,,,,,,,,
4/23/2019,1004102,WYS9-0936,1,7/25/2014,WY,42.76846,-105.9736,Northern Plains,PROB,Y,,YES-SUFFICIENT,R,40.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.466,9.87,,,,-0.47,4.87,,,0.526,6.98,,,-1.044,2.58,,,,0.69,,,,-27.691,1.4,,,,,,,,,,,,,,,,,,-6.774,6.23,,,,,,,,
4/23/2019,1004103,INRO-1025,1,7/25/2014,IN,41.66737,-85.942,Upper Midwest,PROB,Y,,YES-SUFFICIENT,S,45.69,,,,,,,,,,,4.44,,,,2.31,-1.245,3.78,,,,,5.77,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,,,,-2.569,3.92,,,,,,,,,-2.116,8.21,
4/23/2019,1004104,CTRO-1022,1,7/25/2014,CT,41.33153,-73.1145,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,16.35,0,,,,,,,,,,,,,,,,,,,,0,,,5.56,,,,,,,,,,,-45.098,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,-19.297,3.26,,,,0,,5.452,1.66,
4/23/2019,1004105,TNRO-1014,1,7/25/2014,TN,35.21876,-84.6515,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,43.59,,,,,,,,,,,,,,,,,,,,,,,,,-20.218,4.06,,,,,,,,,,,,,,,,,,,,,,3.263,0.69,,,,,,,14.028,8.3,2.5,,,6.09,,,,,3.24,,,,,,4.85,,,,,,,,,,5.14
4/23/2019,1004106,WYLS-1104,1,7/24/2014,WY,41.77811,-106.207,Xeric,PROB,Y,,YES-SUFFICIENT,R,71.99,,,,,,10.735,8.26,,,10,,,,,,,,,,,,,,,,,,,1.384,9.66,,,,,,,,,,,,,-2.47,6.05,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,,6.67,,,,,3.91,,,2.876,3.74,
4/23/2019,1004107,WYLS-1108,1,7/25/2014,WY,41.18708,-105.7905,Xeric,PROB,Y,,YES-SUFFICIENT,R,74.62,,,,,,19.329,9.45,,,10,,,,,,,,,,,,,,,,,,,2.039,10,,,,,,,,,,,,,2.652,6.54,,,,,,,,,,,,,,,,,,,,,7.55,,,,,,,6.67,,,,,5.7,,,2.853,3.79,
4/23/2019,1004108,IAR9-0901,1,7/24/2014,IA,42.79185,-96.60157,Temperate Plains,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004109,TNS9-0924,1,7/25/2014,TN,35.54916,-86.95243,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,56.29,,,,,,,,,,,,,,,,,,,,,,,,,16.706,7.8,,,,,,,,,,,,,,,,,,,,,,1.798,3.53,,,,,,,-41.789,1.73,10,,,5,,,,,7.73,,,,,,3.33,,,,,,,,,,5.91
4/23/2019,1004110,TNSS-1074,1,7/24/2014,TN,35.34623,-86.863,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,63.62,,,,,,,,,,,,,,,,,,,,,,,,,-1.107,6,,,,,,,,,,,,,,,,,,,,,,-0.418,7.83,,,,,,,-10.205,5.45,10,,,4.29,,,,,10,,,,,,1.62,,,,,,,,,,5.71
4/23/2019,1004111,CASS-1183,1,7/24/2014,CA,40.63704,-122.7465,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,87.25,,,,,,,,,,,,,,,,,,4.376,7.65,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,19.917,8.21,,,,,10,,,-0.534,3.94,,,,,,,,,,10,,,
4/23/2019,1004112,CASS-1313,1,7/23/2014,CA,40.87032,-122.8004,Western Mountains,PROB,Y,NO_FISH,YES-SUFFICIENT,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004113,COS9-0927,1,7/27/2014,CO,37.72262,-108.2353,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,54.65,,,,,,,,,,,,,,,,,,-23.202,4.89,,,,,,,,,,,,,,,7.33,,,,,,,,,,,,,10,,,,10,,,,,,,,-57.027,1.5,,,,,0,,,-3.196,0,,,,,,,,,,10,,,
4/23/2019,1004114,IDLS-1081,1,7/25/2014,ID,47.24398,-115.761,Western Mountains,PROB,Y,,YES-SUFFICIENT,R,78.4,,,,,,,,,,,,,,,,,,30.49,10,,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,10,,,,10,,,,,,,,-18.735,4.84,,,,,10,,,-0.154,4.55,,,,,,,,,,10,,,
4/23/2019,1004115,IDS9-0929,1,7/27/2014,ID,45.84354,-115.8445,Western Mountains,PROB,Y,SITE_CONDITIONS,NOT FISHED,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004116,RIR9-0902,1,7/27/2014,RI,41.39354,-71.8408,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,32.24,5,,,,,,,,,,,,,,,,,,,,0,,,6.67,,,,,,,,,,,-47.778,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,,,,,,-17.129,3.61,,,,0,,2.184,5.52,
4/23/2019,1004117,WYR9-0915,1,7/27/2014,WY,43.5307,-104.101,Northern Plains,PROB,Y,,YES-SUFFICIENT,T,28.26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.183,4.15,,,,-4.121,0.98,,,-1.846,0.17,,,-1.916,0.43,,,,2.22,,,,-7.241,3.36,,,,,,,,,,,,,,,,,,-6.107,6.3,,,,,,,,
4/23/2019,1004118,WYLS-1085,1,7/28/2014,WY,44.54551,-104.0954,Western Mountains,PROB,Y,,YES-SUFFICIENT,T,42.34,,,,,,,,,,,,,,,,,,-64.033,0.8,,,,,,,,,,,,,,,5.56,,,,,,,,,,,,,2.65,,,,10,,,,,,,,-24.288,4.36,,,,,5.95,,,-0.154,4.55,,,,,,,,,,0,,,
4/23/2019,1004119,CTR9-0906,1,7/28/2014,CT,41.84448,-72.632,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,T,21.43,0,,,,,,,,,,,,,,,,,,,,0,,,5.56,,,,,,,,,,,-36.482,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,,,,,,-21.611,2.89,,,,0,,3.867,3.53,
4/23/2019,1004121,ORRO-1062,1,7/28/2014,OR,44.06054,-122.8951,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,87.5,,,,,,,,,,,,,,,,,,23.455,9.56,,,,,,,,,,,,,,,4.67,,,,,,,,,,,,,10,,,,10,,,,,,,,-8.07,5.77,,,,,10,,,5.437,10,,,,,,,,,,10,,,
4/23/2019,1004122,MTR9-0915,1,7/28/2014,MT,46.11059,-106.4504,Northern Plains,PROB,Y,SITE_CONDITIONS,NOT FISHED,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004123,IARO-1016,1,7/27/2014,IA,41.93221,-95.50535,Temperate Plains,PROB,Y,,"NO-<20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004124,COR9-0902,2,7/28/2014,CO,38.86531,-108.3981,Xeric,PROB,N,,YES-SUFFICIENT,T,74.31,,,,,,-37.171,1.61,,,10,,,,,,,,,,,,,,,,,,,2.384,10,,,,,,,,,,,,,43.874,10,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,6.25,,,,,6.9,,,0.739,8.19,
4/23/2019,1004125,CASS-1357,1,7/28/2014,CA,38.34677,-121.9,Xeric,PROB,Y,NO_PERMIT,NOT FISHED,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004126,MOR9-0907,1,7/28/2014,MO,36.78477,-93.71443,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,64.69,,,,,,,,,,,,,,,,,,,,,,,,,17.702,7.9,,,,,,,,,,,,,,,,,,,,,,0.934,5.21,,,,,,,4.191,7.15,10,,,6,,,,,1.66,,,,,,6.33,,,,,,,,,,7.5
4/23/2019,1004127,MTRF-0007,1,7/24/2014,MT,48.13208,-105.716,Northern Plains,HAND,Y,,YES-SUFFICIENT,R,24.15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.044,4.26,,,,-4.816,0.24,,,-1.552,1.02,,,-1.227,2.13,,,,0,,,,-23.404,1.81,,,,,,,,,,,,,,,,,,-19.81,4.86,,,,,,,,
4/23/2019,1004128,MTRF-0106,1,7/26/2014,MT,46.93898,-112.929,Western Mountains,HAND,Y,,YES-SUFFICIENT,R,70.86,,,,,,,,,,,,,,,,,,-19.269,5.28,,,,,,,,,,,,,,,6.67,,,,,,,,,,,,,6.89,,,,10,,,,,,,,-10.233,5.58,,,,,9.34,,,-1.167,2.93,,,,,,,,,,10,,,
4/23/2019,1004129,MTRF-0107,1,7/25/2014,MT,47.29048,-112.4269,Northern Plains,HAND,Y,NO_PERMIT,NOT FISHED,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004130,MTRF-0117,1,7/27/2014,MT,45.56782,-112.3386,Western Mountains,HAND,Y,SITE_CONDITIONS,NOT FISHED,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004131,IDRO-1056,1,7/24/2014,ID,42.01859,-114.5095,Xeric,PROB,Y,OTHER (DATA LOST),SAMPLED (DATA LOST),?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004132,LAR9-0901,1,7/24/2014,LA,32.9748,-92.07644,Coastal Plains,PROB,Y,,YES-SUFFICIENT,T,48.86,,,,0.315,9.45,,,,,,,,,,,,,,,,,0,,,,,4.34,,,,,4.833,7.48,,,,,,24.932,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.721,4.74,,,,,,0,,,,,3.228,3.63,
4/23/2019,1004133,LAR9-0906,1,7/23/2014,LA,32.54806,-93.781,Coastal Plains,PROB,Y,,YES-SUFFICIENT,T,50.04,,,,-0.482,9.99,,,,,,,,,,,,,,,,,0,,,,,6.09,,,,,-7.074,6.45,,,,,,-6.605,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.221,6.73,,,,,,3.33,,,,,6.042,1.01,
4/23/2019,1004134,MNS9-0936,1,7/29/2014,MN,48.37846,-93.22726,Upper Midwest,PROB,Y,,YES-SUFFICIENT,?,22.73,,,,,,,,,,,1.11,,,,5,-1.513,3.29,,,,,0,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-6.38,1.35,,,,,,,,,-0.166,6.12,
4/23/2019,1004135,NDLS-1077,1,7/29/2014,ND,46.91672,-101.6175,Northern Plains,PROB,Y,,YES-SUFFICIENT,T,30.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.305,0,,,,-1.435,3.84,,,-0.241,4.78,,,-0.498,3.93,,,,10,,,,-40.501,0.18,,,,,,,,,,,,,,,,,,-50.974,1.59,,,,,,,,
4/23/2019,1004136,CTR9-0901,1,7/29/2014,CT,41.89123,-72.6621,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,14.28,0,,,,,,,,,,,,,,,,,,,,0,,,4.44,,,,,,,,,,,-46.585,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,-15.422,3.89,,,,0,,6.878,0,
4/23/2019,1004137,CTRF-0001,1,7/29/2014,CT,41.93703,-72.82133,Northern Appalachians,HAND,Y,,YES-SUFFICIENT,S,60.4,7.5,,,,,,,,,,,,,,,,,,,,0,,,6.67,,,,,,,,,,,-11.447,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,,,,,,-9.828,4.79,,,,10,,2.32,5.36,
4/23/2019,1004138,WYR9-0905,1,7/29/2014,WY,44.62542,-105.3017,Northern Plains,PROB,Y,,YES-SUFFICIENT,R,26.02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.812,1.07,,,,-6.318,0,,,-1.665,0.69,,,-1.492,1.48,,,,10,,,,-17.179,2.41,,,,,,,,,,,,,,,,,,-64.532,0.17,,,,,,,,
4/23/2019,1004139,MTSS-1305,1,7/29/2014,MT,46.94766,-112.3603,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,62.44,,,,,,,,,,,,,,,,,,1.625,7.38,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,-82.04,0,,,,,0,,,-1.393,2.57,,,,,,,,,,10,,,
4/23/2019,1004140,PASS-1168,1,7/29/2014,PA,41.53222,-80.30868,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,47.55,10,,,,,,,,,,,,,,,,,,,,0,,,8.89,,,,,,,,,,,-22.501,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,,,,,,-15.19,3.93,,,,0,,-0.176,8.3,
4/23/2019,1004141,ILRM-1001,1,7/29/2014,IL,42.47833,-89.05604,Temperate Plains,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004143,CASS-1350,1,7/29/2014,CA,40.11089,-121.1254,Western Mountains,PROB,Y,NO_FISH,YES-SUFFICIENT,R,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004144,IARO-1017,1,7/28/2014,IA,43.02158,-95.04576,Temperate Plains,PROB,Y,,"NO-<20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004145,MTLS-1144,1,7/29/2014,MT,48.04251,-104.7702,Northern Plains,PROB,Y,,SEINING ONLY,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1004146,OKRO-1102,1,7/29/2014,OK,34.09644,-95.89402,Coastal Plains,PROB,Y,,YES-50-90% OF REACH,S,54.95,,,,1.463,8.68,,,,,,,,,,,,,,,,,0,,,,,6.55,,,,,25.704,9.3,,,,,,5.516,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.311,8.28,,,,,,3.33,,,,,6.873,0.23,
4/23/2019,1004147,ORR9-0905,1,7/29/2014,OR,44.49071,-122.8137,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,86.61,,,,,,,,,,,,,,,,,,3.739,7.59,,,,,,,,,,,,,,,6.36,,,,,,,,,,,,,9.12,,,,10,,,,,,,,-1.744,6.32,,,,,9.9,,,5.702,10,,,,,,,,,,10,,,
4/23/2019,1004148,SDS9-0945,1,7/29/2014,SD,44.05555,-96.98759,Temperate Plains,PROB,Y,,YES-SUFFICIENT,T,26.14,,0.765,5.46,,,,,-2.959,1.34,,,,,,,,,,,10,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12.867,2.27,,,,,,,,,,-6.78,1.84,,,,,,,,,,,,0,,,,,,
4/23/2019,1004150,TXSS-1206,1,7/29/2014,TX,30.2417,-96.18983,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,58.26,,,,,,,,,,,,-19.171,10,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,9.71,,8.57,,,10,,,,,,,,,,,,0,,8.33,,,
4/23/2019,1004151,NERM-1008,1,7/29/2014,NE,42.80418,-97.17051,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,35.64,,4.049,0,,,,,0.427,6.98,,,,,,,,,,,0,,,2.61,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,-0.528,9.26,,,,,,,,,,-10.305,0,,,,,,,,,,,,7.5,,,,,,
4/23/2019,1004152,UTS9-0928,2,7/29/2014,UT,40.86446,-110.5394,Western Mountains,PROB,N,,YES-SUFFICIENT,R,61.85,,,,,,,,,,,,,,,,,,-35.654,3.64,,,,,,,,,,,,,,,7.33,,,,,,,,,,,,,9.69,,,,2.5,,,,,,,,-40.882,2.91,,,,,6.32,,,1.442,7.09,,,,,,,,,,10,,,
4/23/2019,1004153,CORM-1001,1,7/29/2014,CO,39.18629,-108.9048,Xeric,PROB,Y,,YES-SUFFICIENT,T,58.67,,,,,,-40.743,1.11,,,10,,,,,,,,,,,,,,,,,,,1.894,10,,,,,,,,,,,,,26.144,8.82,,,,,,,,,,,,,,,,,,,,,7,,,,,,,3.75,,,,,6.26,,,6.705,0,
