UID,SITE_ID,DATE_COL,VISIT_NO,SITESAMP,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO9,EPA_REG,EVAL_CAT,FED_NONFED,FS_EW,HUC2_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MIS_BAS_NM,MISS_BASIN,OWN_NARS,PSTL_CODE,STRAH_CAT,URBN_NRS18,USFS,WGT_TP,XCOORD,YCOORD,ACID_COND,ANC_COND,BEDSED_COND,BENT_MMI_COND,CYLSPER_DETECT,CYLSPER_EPA_COND,ENT_1X_STV_COND,FISH_MMI_COND,HG_COND,INSTRMCVR_COND,MICX_DETECT,MICX_EPA_COND,NTL_COND,OE_COND,PTL_COND,RIPDIST_COND,RIPVEG_COND,SAL_COND,SALINITY_CLASS,YEAR,PUBLICATION_DATE
2014420,NRS18_IN_10028,8/16/2019,1,Y,NRS_IN-10091,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,38.76251991,-86.04319287,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,IN,RiversOther,Non-Urban,Not_Forest_Service,166.661296,855534.297,186365.1266,Good,None,Poor,Not Assessed,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Fair,Not Assessed,Fair,Low,Good,Good,Freshwater,2019,1/31/2022
2014424,NRS18_WI_10548,8/15/2019,1,Y,NRS_WI-10231,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,44.9626263,-90.86513133,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,WI,LargeStreams,Non-Urban,Not_Forest_Service,351.1639138,404363.7834,845702.4086,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,At or Below Benchmark,Good,Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Fair,Good,Freshwater,2019,1/31/2022
2014426,NRS18_TX_10504,8/15/2019,1,Y,NRS_TX-10351,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Texas Region,29.95584983,-95.7117401,Rio Grande-Texas-Gulf Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,TX,LargeStreams,Urban,Not_Forest_Service,714.5465583,27798.10326,-842268.5422,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,High,Good,Fair,Freshwater,2019,1/31/2022
2014427,NRS18_CT_10007,8/16/2019,1,Y,NRS_CT-10097,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,41.48484691,-72.50888016,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,CT,RiversMajor,Non-Urban,Not_Forest_Service,32.19492329,1927010,685870.9,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,High,Poor,Good,Freshwater,2019,1/31/2022
2014428,NRS18_MS_10005,8/16/2019,1,Y,NRS_MS-10027,2018-19,PLNLOW,CPL,Region_04,Target_Sampled,Federal,Not_USFS,Lower Mississippi Region,31.0002661,-91.0394967,Lower Mississippi Region,Lower Mississippi Region,Mississippi_Basin,Non Federal,MS,LargeStreams,Non-Urban,Not_Forest_Service,2311.302005,472092.3,-713966.4,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014429,NRS18_NE_10983,8/16/2019,1,Y,NRS_NE-10220,2018-19,PLNLOW,NPL,Region_07,Target_Sampled,Non-Federal,Not_USFS,Upper Missouri Region,42.60536882,-98.03394099,Missouri Region,Upper Missouri Region,Mississippi_Basin,NPS,NE,RiversOther,Non-Urban,Not_Forest_Service,72.8785202,-165863.2431,573593.625,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,High,Good,Good,Freshwater,2019,1/31/2022
2014430,NRS18_MN_10016,8/16/2019,1,Y,NRS_MN-10071,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,45.56509146,-92.79529856,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,MN,RiversMajor,Non-Urban,Not_Forest_Service,92.40098789,250181.9,905992.3,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Low,Good,Good,Freshwater,2019,1/31/2022
2014431,NRS18_ND_10377,8/15/2019,1,Y,NRS_ND-10450,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,46.72340952,-102.8171841,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,ND,LargeStreams,Non-Urban,Not_Forest_Service,192.3095364,-522631.8594,1049037.042,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Good,Fair,Slightly Saline,2019,1/31/2022
2014432,NRS18_MA_10010,8/18/2019,1,Y,NRS_MA-10079,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,42.35176384,-72.62633488,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MA,RiversMajor,Non-Urban,Not_Forest_Service,52.30669697,1893957,777560,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Good,Moderate,Poor,Good,Freshwater,2019,1/31/2022
2014433,NRS18_MT_10037,8/18/2019,1,Y,NRS_MT-10358,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,46.70854214,-104.2339646,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,MT,LargeStreams,Non-Urban,Not_Forest_Service,388.9881531,-631141.8,1055996,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Good,Moderate,Good,Poor,Slightly Saline,2019,1/31/2022
2014434,NRS18_SD_11908,8/18/2019,1,Y,NRS_SD-10615,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,44.73180813,-101.1529445,Missouri Region,Upper Missouri Region,Mississippi_Basin,Tribal Land,SD,RiversMajor,Non-Urban,Not_Forest_Service,116.0586666,-407178.3563,820123.1509,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,Not Assessed,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.9,Poor,Low,Good,Fair,Slightly Saline,2019,1/31/2022
2014435,NRS18_MT_10096,8/18/2019,1,Y,NRS_MT-10442,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Non-Federal,Not_USFS,Pacific Northwest Region,48.60300427,-113.8529123,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,NPS,MT,SmallStreams,Non-Urban,Not_Forest_Service,2936.756081,-1323051,1362436,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Good,Low,Good,Good,Freshwater,2019,1/31/2022
2014436,NRS18_MT_10274,8/16/2019,1,Y,NRS_MT-10522,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Non-Federal,West,Pacific Northwest Region,48.17418419,-113.8790734,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,USFS,MT,SmallStreams,Non-Urban,Forest_Service,2936.756081,-1333797.804,1316416.121,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Fair,Not Detected,At or Below Benchmark,Good,O/E<0.9,Good,Low,Good,Good,Freshwater,2019,1/31/2022
2014437,NRS18_MA_10631,8/19/2019,1,Y,NRS_MA-10109,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,42.35001685,-72.6362297,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MA,RiversMajor,Non-Urban,Not_Forest_Service,52.30669697,1893218.991,777173.378,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Good,Moderate,Poor,Good,Freshwater,2019,1/31/2022
2014438,NRS18_NE_11133,8/19/2019,1,Y,NRS_NE-10226,2018-19,PLNLOW,SPL,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,40.50101387,-100.3195904,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,NE,RiversOther,Non-Urban,Not_Forest_Service,124.6324345,-362858.8593,344568.6598,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014440,NRS18_WI_10009,8/19/2019,1,Y,NRS_WI-10059,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,42.53136534,-90.64118173,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,WI,RiversMajor,Non-Urban,Not_Forest_Service,97.48654401,437267.4,575878.2,Good,None,Not Assessed,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Fair,At or Below Benchmark,Good,Detected,At or Below Benchmark,Poor,O/E<0.9,Poor,High,Fair,Good,Freshwater,2019,1/31/2022
2014441,NRS18_SD_11910,8/19/2019,1,Y,NRS_SD-10617,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,43.7432608,-99.55803265,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,SD,RiversMajor,Non-Urban,Not_Forest_Service,116.0586666,-285347.1625,704238.0041,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,Not Assessed,Not Assessed,Not Assessed,Fair,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Low,Good,Good,Slightly Saline,2019,1/31/2022
2014442,NRS18_OK_10011,8/19/2019,1,Y,NRS_OK-10173,2018-19,PLNLOW,SPL,Region_06,Target_Sampled,Federal,Not_USFS,Arkansas-Red-White Region,35.08671464,-98.16888211,Arkansas-White-Red Region,Arkansas-White-Red Region,Mississippi_Basin,Non Federal,OK,RiversMajor,Non-Urban,Not_Forest_Service,198.3515449,-196082.61,-268045.299,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Fair,Poor,Slightly Saline,2019,1/31/2022
2014443,NRS18_MS_10018,8/19/2019,1,Y,NRS_MS-10140,2018-19,PLNLOW,CPL,Region_04,Target_Sampled,Federal,Not_USFS,South Atlantic-West Region,30.86743558,-88.92198107,South-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MS,RiversMajor,Non-Urban,Not_Forest_Service,338.7352023,674398.9,-715934,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E<0.9,Good,Low,Good,Good,Freshwater,2019,1/31/2022
2014444,NRS18_MT_10051,8/19/2019,1,Y,NRS_MT-10384,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,46.88543585,-104.9552163,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,MT,RiversMajor,Non-Urban,Not_Forest_Service,181.568414,-684426.3,1080496,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,OE<0.5,Fair,Moderate,Fair,Good,Freshwater,2019,1/31/2022
2014445,NRS18_MT_10022,8/19/2019,1,Y,NRS_MT-10295,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,46.86783617,-104.9952027,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,MT,RiversOther,Non-Urban,Not_Forest_Service,181.568414,-687657.4,1078845,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,O/E<0.9,Fair,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014446,NRS18_KS_10018,8/19/2019,1,Y,NRS_KS-10199,2018-19,PLNLOW,SPL,Region_07,Target_Sampled,Federal,Not_USFS,Arkansas-Red-White Region,37.07185357,-97.50849573,Arkansas-White-Red Region,Arkansas-White-Red Region,Mississippi_Basin,Non Federal,KS,SmallStreams,Non-Urban,Not_Forest_Service,512.0881533,-132856.4598,-46924.38176,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Low,Good,Good,Freshwater,2019,1/31/2022
2014447,NRS18_MT_10001,8/19/2019,1,Y,NRS_MT-10274,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,48.00504643,-116.0016728,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MT,LargeStreams,Non-Urban,Not_Forest_Service,1159.49858,-1493823,1329718,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Fair,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014448,NRS18_IA_10008,8/19/2019,1,Y,NRS_IA-10057,2018-19,PLNLOW,UMW,Region_07,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,42.20200038,-90.33230625,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IA,RiversMajor,Non-Urban,Not_Forest_Service,35.639196,464636.878,540579.022,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,Above Benchmark,Poor,At or Below Benchmark,Fair,Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014449,NRS18_WI_10011,8/20/2019,1,Y,NRS_WI-10063,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,43.82744798,-91.27192892,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,WI,RiversMajor,Non-Urban,Not_Forest_Service,97.48654401,378647,717708.9,Good,None,Not Assessed,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Detected,At or Below Benchmark,Poor,O/E<0.9,Poor,High,Good,Good,Freshwater,2019,1/31/2022
2014450,NRS18_NY_10272,8/20/2019,1,Y,NRS_NY-10200,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Great Lakes Region,42.8031254,-77.06017097,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NY,SmallStreams,Non-Urban,Not_Forest_Service,1385.493194,1530037.219,746892.4172,Good,None,Good,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Poor,Not Assessed,Fair,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Low,Fair,Fair,Freshwater,2019,1/31/2022
2014452,NRS18_NE_10033,8/20/2019,1,Y,NRS_NE-10162,2018-19,PLNLOW,SPL,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,40.80808101,-97.43349866,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,NE,LargeStreams,Non-Urban,Not_Forest_Service,419.6806973,-119936.4323,371617.7009,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014455,NRS18_MA_10004,8/20/2019,1,Y,NRS_MA-10052,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,42.57836331,-72.56957473,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MA,RiversMajor,Non-Urban,Not_Forest_Service,52.30669697,1892280,803259.6,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Above Benchmark,Fair,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Fair,Good,Freshwater,2019,1/31/2022
2014456,NRS18_TX_10033,8/20/2019,1,Y,NRS_TX-10283,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Texas Region,32.2972293,-94.49081819,Rio Grande-Texas-Gulf Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,TX,LargeStreams,Non-Urban,Not_Forest_Service,714.5465583,141395.1692,-580756.5835,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014457,NRS18_MT_10044,8/20/2019,1,Y,NRS_MT-10393,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,46.06435155,-105.0682452,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,MT,RiversOther,Non-Urban,Not_Forest_Service,181.568414,-701709.8,990720.6,Good,None,Poor,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,At or Below Benchmark,Poor,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Low,Good,Poor,Slightly Saline,2019,1/31/2022
2014458,NRS18_SD_10002,8/20/2019,1,Y,NRS_SD-10305,2018-19,PLNLOW,TPL,Region_08,Target_Sampled,Non-Federal,Not_USFS,Upper Missouri Region,42.85420123,-97.28015814,Missouri Region,Upper Missouri Region,Mississippi_Basin,NPS,SD,RiversMajor,Non-Urban,Not_Forest_Service,191.4190643,-104024.2,600327.7,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E<0.8,Good,Moderate,Fair,Good,Freshwater,2019,1/31/2022
2014459,NRS18_NH_10018,8/20/2019,1,Y,NRS_NH-10129,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,43.51731922,-72.3696471,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NH,LargeStreams,Non-Urban,Not_Forest_Service,194.4289952,1882282.376,908913.5911,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Poor,High,Poor,Good,Freshwater,2019,1/31/2022
2014460,NRS18_WV_10180,8/20/2019,1,Y,NRS_WV-10079,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,39.26324425,-79.26234742,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,WV,LargeStreams,Non-Urban,Not_Forest_Service,1032.341935,1423539.213,323313.1117,Good,None,Good,Good,Not Detected,At or Below Benchmark,Above Benchmark,Good,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Good,Low,Poor,Fair,Freshwater,2019,1/31/2022
2014461,NRS18_DE_10021,8/20/2019,1,Y,NRS_DE-10028,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,39.8061351,-75.46540517,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,DE,SmallStreams,Urban,Not_Forest_Service,19.04864214,1728858.307,445982.813,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Fair,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,High,Poor,Good,Freshwater,2019,1/31/2022
2014462,NRS18_SD_12194,8/20/2019,1,Y,NRS_SD-10768,2018-19,PLNLOW,TPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,43.9496183,-98.03315535,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,SD,RiversMajor,Non-Urban,Not_Forest_Service,191.4190643,-162588.2515,723653.9752,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,Above Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Poor,Good,Freshwater,2019,1/31/2022
2014463,NRS18_MT_10049,8/20/2019,1,Y,NRS_MT-10382,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,47.53979919,-115.0797274,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MT,RiversMajor,Non-Urban,Not_Forest_Service,219.6592412,-1436158,1265239,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,O/E<0.9,Good,Moderate,Fair,Good,Freshwater,2019,1/31/2022
2014464,NRS18_MT_10117,8/20/2019,1,Y,NRS_MT-10386,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,47.34633963,-114.7239445,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MT,RiversMajor,Non-Urban,Not_Forest_Service,219.6592412,-1413913,1238949,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,OE<0.5,Good,Moderate,Fair,Good,Freshwater,2019,1/31/2022
2014467,NRS18_WI_10846,8/21/2019,1,Y,NRS_WI-10243,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,44.08840626,-91.1701339,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,WI,RiversOther,Non-Urban,Not_Forest_Service,97.48654401,385313.8082,747184.7635,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Low,Good,Good,Freshwater,2019,1/31/2022
2014468,NRS18_NV_10022,8/20/2019,1,Y,NRS_NV-10471,2018-19,WMTNS,XER,Region_09,Target_Sampled,Federal,Not_USFS,Great Basin Region,38.89876161,-119.7126984,Great Basin Region,Not Mississippi River Basin,Not_Mississippi_Basin,Tribal Land,NV,RiversOther,Urban,Not_Forest_Service,118.6696875,-2016349.279,409649.9838,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,High,Poor,Good,Freshwater,2019,1/31/2022
2014471,NRS18_GA_10018,8/21/2019,1,Y,NRS_GA-10131,2018-19,EHIGH,SAP,Region_04,Target_Sampled,Federal,Not_USFS,South Atlantic-West Region,34.12188638,-84.81018192,South-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,GA,RiversOther,Non-Urban,Not_Forest_Service,169.8259354,1022068,-317944.9,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Fair,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014472,NRS18_MT_10064,8/21/2019,1,Y,NRS_MT-10505,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,46.12960287,-105.1490378,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,MT,RiversOther,Non-Urban,Not_Forest_Service,181.568414,-707246.3938,998526.7595,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Fair,OE<0.5,Poor,Low,Good,Poor,Slightly Saline,2019,1/31/2022
2014473,NRS18_KY_10031,8/20/2019,1,Y,NRS_KY-10109,2018-19,PLNLOW,CPL,Region_04,Target_Sampled,Federal,Not_USFS,Ohio Region,37.04883137,-89.17516353,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,KY,RiversMajor,Non-Urban,Not_Forest_Service,46.20596363,600771.7947,-28976.95027,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Fair,Detected,At or Below Benchmark,Fair,OE<0.5,Fair,Moderate,Good,Good,Freshwater,2019,1/31/2022
2014475,NRS18_MA_10002,8/21/2019,1,Y,NRS_MA-10049,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,41.96178825,-70.91978517,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MA,RiversOther,Non-Urban,Not_Forest_Service,52.30669697,2040503,770679.9,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Low,Fair,Fair,Freshwater,2019,1/31/2022
2014477,NRS18_SD_10001,8/21/2019,1,Y,NRS_SD-10348,2018-19,PLNLOW,TPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,43.9054927,-96.48497479,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,SD,LargeStreams,Non-Urban,Not_Forest_Service,432.8880348,-38810.58,717092.3,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Good,Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Poor,Good,Freshwater,2019,1/31/2022
2014478,NRS18_ID_10110,8/20/2019,1,Y,NRS_ID-10417,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,47.23101448,-116.2730928,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,ID,SmallStreams,Non-Urban,Not_Forest_Service,1673.904181,-1531883.455,1250476.817,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Fair,Moderate,Poor,Good,Freshwater,2019,1/31/2022
2014480,NRS18_UT_10018,8/21/2019,1,Y,NRS_UT-10336,2018-19,WMTNS,XER,Region_08,Target_Sampled,Non-Federal,Not_USFS,Upper Colorado Region,39.20958684,-110.0732182,Upper Colorado Region,Not Mississippi River Basin,Not_Mississippi_Basin,BLM,UT,RiversMajor,Non-Urban,Not_Forest_Service,215.3437132,-1199634,280602.4,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E<0.9,Good,Low,Good,Fair,Freshwater,2019,1/31/2022
